checking_acc_status,duration,cred_hist,purpose,loan_amt,saving_acc_bonds,present_employment_since,installment_rate,personal_stat_gender,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,num_curr_loans,job,num_people_provide_maint,telephone,is_foreign_worker,target
no_cheking_acc,15,curr_loans_paid_duly,domestic_applience,1262,below_1000,below_7y,4,male:single,none,3,life_insurance_or_aggreements,36,none,own,2,skilled_official,1,yes,yes,good
below_200,10,curr_loans_paid_duly,car_new,7308,below_100,unemployed,2,male:single,none,4,unknown_or_no_property,70,bank,for_free,1,management_or_self_emp,1,yes,yes,good
no_cheking_acc,36,curr_loans_paid_duly,car_new,909,below_1000,above_7y,4,male:single,none,4,life_insurance_or_aggreements,36,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,2978,below_1000,below_4y,1,male:single,none,2,car_or_other,32,none,own,1,skilled_official,1,yes,yes,good
below_0,18,curr_loans_paid_duly,furniture_equipment,1131,below_100,unemployed,4,female:divorced_or_married,none,2,car_or_other,33,none,own,1,skilled_official,1,no,yes,bad
below_200,11,curr_loans_paid_duly,furniture_equipment,1577,above_1000,below_1y,4,female:divorced_or_married,none,1,real_estate,20,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,furniture_equipment,3972,below_100,below_7y,2,female:divorced_or_married,none,4,life_insurance_or_aggreements,25,none,rent,1,skilled_official,1,yes,yes,good
below_200,24,risky_acc_or_curr_loan_other,business,1935,below_100,above_7y,4,male:divorced,none,4,real_estate,31,none,own,2,skilled_official,1,yes,yes,bad
below_0,15,no_loan_or_paid_duly_other,car_new,950,below_100,above_7y,4,male:single,none,3,car_or_other,33,none,rent,2,skilled_official,2,no,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,furniture_equipment,763,below_100,below_4y,4,female:divorced_or_married,none,1,real_estate,26,none,own,1,skilled_official,1,yes,yes,good
below_200,24,delay_in_past,furniture_equipment,2064,below_100,unemployed,3,female:divorced_or_married,none,2,life_insurance_or_aggreements,34,none,own,1,management_or_self_emp,1,yes,yes,bad
below_200,8,curr_loans_paid_duly,radio_tv,1414,below_100,below_4y,4,male:single,guarantor,2,real_estate,33,none,own,1,skilled_official,1,no,no,good
below_0,21,delay_in_past,education,3414,below_100,below_1y,2,male:single,none,1,life_insurance_or_aggreements,26,none,own,2,skilled_official,1,no,yes,bad
no_cheking_acc,30,paid_duly_this_bank,car_used,7485,unknown_no_saving_acc,unemployed,4,female:divorced_or_married,none,1,real_estate,53,bank,own,1,management_or_self_emp,1,yes,yes,bad
below_0,12,curr_loans_paid_duly,furniture_equipment,2577,below_100,below_4y,2,male:divorced,none,1,car_or_other,42,none,own,1,skilled_official,1,no,yes,good
below_0,6,risky_acc_or_curr_loan_other,radio_tv,338,below_1000,above_7y,4,male:single,none,4,car_or_other,52,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,1963,below_100,below_7y,4,male:single,none,2,car_or_other,31,none,rent,2,management_or_self_emp,2,yes,yes,good
below_0,21,risky_acc_or_curr_loan_other,car_new,571,below_100,above_7y,4,male:single,none,4,real_estate,65,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,36,delay_in_past,business,9572,below_100,below_1y,1,male:divorced,none,1,car_or_other,28,none,own,2,skilled_official,1,no,yes,bad
below_200,36,delay_in_past,business,4455,below_100,below_4y,2,male:divorced,none,2,real_estate,30,store,own,2,management_or_self_emp,1,yes,yes,bad
below_0,21,paid_duly_this_bank,car_new,1647,unknown_no_saving_acc,below_4y,4,male:single,none,2,life_insurance_or_aggreements,40,none,own,2,unskilled_resident,2,no,yes,bad
no_cheking_acc,24,risky_acc_or_curr_loan_other,furniture_equipment,3777,above_1000,below_4y,4,male:single,none,4,real_estate,50,none,own,1,skilled_official,1,yes,yes,good
below_200,18,risky_acc_or_curr_loan_other,car_new,884,below_100,above_7y,4,male:single,none,4,car_or_other,36,bank,own,1,skilled_official,2,yes,yes,bad
no_cheking_acc,15,risky_acc_or_curr_loan_other,radio_tv,1360,below_100,below_4y,4,male:single,none,2,life_insurance_or_aggreements,31,none,own,2,skilled_official,1,no,yes,good
below_200,9,paid_duly_this_bank,car_used,5129,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,74,bank,for_free,1,management_or_self_emp,2,yes,yes,bad
below_200,16,risky_acc_or_curr_loan_other,car_new,1175,below_100,unemployed,2,male:single,none,3,car_or_other,68,none,for_free,3,unemployed_non_resident,1,yes,yes,good
below_0,12,curr_loans_paid_duly,radio_tv,674,below_500,below_7y,4,male:married_or_widowed,none,1,life_insurance_or_aggreements,20,none,own,1,skilled_official,1,no,yes,bad
below_200,18,no_loan_or_paid_duly_other,furniture_equipment,3244,below_100,below_4y,1,female:divorced_or_married,none,4,car_or_other,33,bank,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,24,curr_loans_paid_duly,business,4591,above_1000,below_4y,2,male:single,none,3,life_insurance_or_aggreements,54,none,own,3,management_or_self_emp,1,yes,yes,bad
below_200,48,no_loan_or_paid_duly_other,business,3844,below_500,below_7y,4,male:single,none,4,unknown_or_no_property,34,none,for_free,1,unskilled_resident,2,no,yes,bad
below_200,27,curr_loans_paid_duly,business,3915,below_100,below_4y,4,male:single,none,2,car_or_other,36,none,own,1,skilled_official,2,yes,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,radio_tv,2108,below_100,below_7y,2,male:married_or_widowed,none,2,real_estate,29,none,rent,1,skilled_official,1,no,yes,good
below_200,45,curr_loans_paid_duly,radio_tv,3031,below_500,below_4y,4,male:single,guarantor,4,life_insurance_or_aggreements,21,none,rent,1,skilled_official,1,no,yes,bad
below_200,9,risky_acc_or_curr_loan_other,education,1501,below_100,above_7y,2,female:divorced_or_married,none,3,car_or_other,34,none,own,2,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,6,risky_acc_or_curr_loan_other,radio_tv,1382,below_100,below_4y,1,female:divorced_or_married,none,1,car_or_other,28,none,own,2,skilled_official,1,yes,yes,good
below_200,12,curr_loans_paid_duly,furniture_equipment,951,below_500,below_1y,4,female:divorced_or_married,none,4,car_or_other,27,bank,rent,4,skilled_official,1,no,yes,bad
below_200,24,curr_loans_paid_duly,car_used,2760,unknown_no_saving_acc,above_7y,4,male:single,none,4,unknown_or_no_property,36,bank,for_free,1,skilled_official,1,yes,yes,good
below_200,18,delay_in_past,furniture_equipment,4297,below_100,above_7y,4,male:divorced,none,3,unknown_or_no_property,40,none,own,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,9,risky_acc_or_curr_loan_other,education,936,below_1000,above_7y,4,male:single,none,2,car_or_other,52,none,own,2,skilled_official,1,yes,yes,good
below_0,12,curr_loans_paid_duly,car_new,1168,below_100,below_4y,4,male:married_or_widowed,none,3,real_estate,27,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,27,delay_in_past,business,5117,below_100,below_7y,3,male:single,none,4,car_or_other,26,none,own,2,skilled_official,1,no,yes,good
below_0,12,curr_loans_paid_duly,retraining,902,below_100,below_7y,4,male:married_or_widowed,none,4,life_insurance_or_aggreements,21,none,rent,1,skilled_official,1,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,car_new,1495,below_100,above_7y,4,male:single,none,1,real_estate,38,none,own,2,unskilled_resident,2,no,yes,good
below_0,30,risky_acc_or_curr_loan_other,car_used,10623,below_100,above_7y,3,male:single,none,4,unknown_or_no_property,38,none,for_free,3,management_or_self_emp,2,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,furniture_equipment,1935,below_100,above_7y,4,male:single,none,4,real_estate,43,none,own,3,skilled_official,1,yes,yes,good
below_200,12,risky_acc_or_curr_loan_other,domestic_applience,1424,below_100,below_7y,4,male:single,none,3,life_insurance_or_aggreements,26,none,own,1,skilled_official,1,no,yes,good
below_0,24,curr_loans_paid_duly,business,6568,below_100,below_4y,2,male:married_or_widowed,none,2,car_or_other,21,store,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,car_used,1413,above_1000,below_7y,3,male:single,none,2,life_insurance_or_aggreements,55,none,own,1,skilled_official,1,no,no,good
no_cheking_acc,9,risky_acc_or_curr_loan_other,radio_tv,3074,unknown_no_saving_acc,below_4y,1,male:single,none,2,real_estate,33,none,own,2,skilled_official,2,no,yes,good
no_cheking_acc,36,curr_loans_paid_duly,radio_tv,3835,unknown_no_saving_acc,above_7y,2,female:divorced_or_married,none,4,real_estate,45,none,own,1,unskilled_resident,1,yes,yes,good
below_0,27,no_loan_or_paid_duly_other,business,5293,below_100,unemployed,2,male:single,none,4,life_insurance_or_aggreements,50,store,own,2,skilled_official,1,yes,yes,bad
above:200,30,delay_in_past,business,1908,below_100,above_7y,4,male:single,none,4,real_estate,66,none,own,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,36,risky_acc_or_curr_loan_other,radio_tv,3342,unknown_no_saving_acc,above_7y,4,male:single,none,2,car_or_other,51,none,own,1,skilled_official,1,yes,yes,good
below_200,6,risky_acc_or_curr_loan_other,retraining,932,unknown_no_saving_acc,below_7y,1,female:divorced_or_married,none,3,life_insurance_or_aggreements,39,none,own,2,unskilled_resident,1,no,yes,good
below_0,18,no_loan_or_paid_duly_other,business,3104,below_100,below_7y,3,male:single,none,1,life_insurance_or_aggreements,31,bank,own,1,skilled_official,1,yes,yes,good
above:200,36,curr_loans_paid_duly,radio_tv,3913,below_100,below_4y,2,male:single,none,2,real_estate,23,none,own,1,skilled_official,1,yes,yes,good
below_0,24,curr_loans_paid_duly,furniture_equipment,3021,below_100,below_4y,2,male:divorced,none,2,real_estate,24,none,rent,1,unskilled_resident,1,no,yes,good
no_cheking_acc,10,curr_loans_paid_duly,car_new,1364,below_100,below_4y,2,female:divorced_or_married,none,4,car_or_other,64,none,own,1,skilled_official,1,yes,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,625,below_100,below_1y,4,male:married_or_widowed,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,education,1200,unknown_no_saving_acc,below_4y,4,female:divorced_or_married,none,4,life_insurance_or_aggreements,23,bank,rent,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,707,below_100,below_4y,4,male:single,none,2,real_estate,30,bank,own,2,skilled_official,1,no,yes,good
no_cheking_acc,24,delay_in_past,business,2978,unknown_no_saving_acc,below_4y,4,male:single,none,4,real_estate,32,none,own,2,skilled_official,2,yes,yes,good
no_cheking_acc,15,curr_loans_paid_duly,car_used,4657,below_100,below_4y,3,male:single,none,2,car_or_other,30,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,36,no_loan_or_paid_duly_other,repairs,2613,below_100,below_4y,4,male:single,none,2,car_or_other,27,none,own,2,skilled_official,1,no,yes,good
below_200,48,curr_loans_paid_duly,radio_tv,10961,above_1000,below_7y,1,male:single,co_applicant,2,unknown_or_no_property,27,bank,own,2,skilled_official,1,yes,yes,bad
below_0,12,curr_loans_paid_duly,furniture_equipment,7865,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,53,none,for_free,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,radio_tv,1478,below_100,below_7y,4,male:single,none,2,car_or_other,22,none,own,1,skilled_official,1,no,yes,bad
below_0,24,curr_loans_paid_duly,furniture_equipment,3149,below_100,below_1y,4,male:single,none,1,unknown_or_no_property,22,bank,for_free,1,skilled_official,1,no,yes,good
above:200,36,curr_loans_paid_duly,radio_tv,4210,below_100,below_4y,4,male:single,none,2,car_or_other,26,none,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,car_new,2507,below_1000,above_7y,2,male:single,none,4,unknown_or_no_property,51,none,for_free,1,unskilled_resident,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,2141,below_500,below_7y,3,male:single,none,1,unknown_or_no_property,35,none,own,1,skilled_official,1,no,yes,good
below_200,18,curr_loans_paid_duly,radio_tv,866,below_100,below_4y,4,male:married_or_widowed,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,4,risky_acc_or_curr_loan_other,radio_tv,1544,below_100,below_7y,2,male:single,none,1,real_estate,42,none,own,3,unskilled_resident,2,no,yes,good
below_0,24,curr_loans_paid_duly,radio_tv,1823,below_100,unemployed,4,male:single,none,2,car_or_other,30,store,own,1,management_or_self_emp,2,no,yes,bad
below_200,6,curr_loans_paid_duly,car_new,14555,unknown_no_saving_acc,unemployed,1,male:single,none,2,life_insurance_or_aggreements,23,none,own,1,unemployed_non_resident,1,yes,yes,bad
below_200,21,curr_loans_paid_duly,business,2767,below_500,above_7y,4,male:divorced,none,2,car_or_other,61,bank,rent,2,unskilled_resident,1,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,1291,below_100,below_4y,4,female:divorced_or_married,none,2,life_insurance_or_aggreements,35,none,own,2,skilled_official,1,no,yes,good
below_0,30,curr_loans_paid_duly,radio_tv,2522,below_100,above_7y,1,male:single,guarantor,3,life_insurance_or_aggreements,39,none,own,1,skilled_official,2,no,yes,good
below_0,24,curr_loans_paid_duly,car_new,915,unknown_no_saving_acc,above_7y,4,female:divorced_or_married,none,2,car_or_other,29,bank,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,radio_tv,1595,below_100,below_7y,3,male:single,none,2,life_insurance_or_aggreements,51,none,own,1,skilled_official,2,no,yes,good
below_0,48,no_loan_or_paid_duly_other,car_used,4605,below_100,above_7y,3,male:single,none,4,unknown_or_no_property,24,none,for_free,2,skilled_official,2,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,business,1185,below_100,below_4y,3,female:divorced_or_married,none,2,real_estate,27,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,12,paid_duly_this_bank,retraining,3447,below_1000,below_4y,4,female:divorced_or_married,none,3,real_estate,35,none,own,1,unskilled_resident,2,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,business,1258,below_100,below_7y,4,male:single,none,1,real_estate,25,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,717,below_100,above_7y,4,male:single,none,4,real_estate,52,none,own,3,skilled_official,1,no,yes,good
no_cheking_acc,6,no_loan_or_paid_duly_other,car_new,1204,below_500,below_4y,4,male:single,none,1,unknown_or_no_property,35,bank,rent,1,skilled_official,1,no,no,good
above:200,24,curr_loans_paid_duly,furniture_equipment,1925,below_100,below_4y,2,male:single,none,2,real_estate,26,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,radio_tv,433,below_100,unemployed,3,female:divorced_or_married,co_applicant,4,real_estate,22,none,rent,1,skilled_official,1,no,yes,bad
below_0,6,risky_acc_or_curr_loan_other,car_new,666,above_1000,below_7y,3,female:divorced_or_married,none,4,real_estate,39,none,own,2,unskilled_resident,1,yes,yes,good
above:200,12,curr_loans_paid_duly,furniture_equipment,2251,below_100,below_4y,1,female:divorced_or_married,none,2,car_or_other,46,none,own,1,unskilled_resident,1,no,yes,good
below_200,30,curr_loans_paid_duly,car_new,2150,below_100,below_4y,4,female:divorced_or_married,guarantor,2,unknown_or_no_property,24,bank,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,24,delay_in_past,furniture_equipment,4151,below_500,below_4y,2,male:single,none,3,life_insurance_or_aggreements,35,none,own,2,skilled_official,1,no,yes,good
below_200,9,curr_loans_paid_duly,furniture_equipment,2030,unknown_no_saving_acc,below_7y,2,male:single,none,1,car_or_other,24,none,own,1,skilled_official,1,yes,yes,good
below_200,60,delay_in_past,radio_tv,7418,unknown_no_saving_acc,below_4y,1,male:single,none,1,real_estate,27,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,24,risky_acc_or_curr_loan_other,radio_tv,2684,below_100,below_4y,4,male:single,none,2,real_estate,35,none,own,2,unskilled_resident,1,no,yes,good
below_0,12,paid_duly_this_bank,radio_tv,2149,below_100,below_4y,4,male:divorced,none,1,unknown_or_no_property,29,none,for_free,1,skilled_official,1,no,yes,bad
no_cheking_acc,15,curr_loans_paid_duly,car_used,3812,below_500,below_1y,1,female:divorced_or_married,none,4,car_or_other,23,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,11,risky_acc_or_curr_loan_other,radio_tv,1154,below_500,unemployed,4,female:divorced_or_married,none,4,real_estate,57,none,own,3,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,furniture_equipment,1657,below_100,below_4y,2,male:single,none,2,real_estate,27,none,own,1,skilled_official,1,no,yes,good
below_0,24,curr_loans_paid_duly,radio_tv,1603,below_100,above_7y,4,female:divorced_or_married,none,4,car_or_other,55,none,own,1,skilled_official,1,no,yes,good
below_0,18,risky_acc_or_curr_loan_other,car_new,5302,below_100,above_7y,2,male:single,none,4,unknown_or_no_property,36,none,for_free,3,management_or_self_emp,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,education,2748,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,57,bank,for_free,3,unskilled_resident,1,no,yes,good
no_cheking_acc,10,risky_acc_or_curr_loan_other,car_new,1231,below_100,above_7y,3,male:single,none,4,real_estate,32,none,own,2,unskilled_resident,2,no,no,good
below_200,15,curr_loans_paid_duly,radio_tv,802,below_100,above_7y,4,male:single,none,3,car_or_other,37,none,own,1,skilled_official,2,no,yes,bad
no_cheking_acc,36,risky_acc_or_curr_loan_other,business,6304,unknown_no_saving_acc,above_7y,4,male:single,none,4,real_estate,36,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,1533,below_100,below_1y,4,female:divorced_or_married,none,3,car_or_other,38,store,own,1,skilled_official,1,yes,yes,good
below_0,14,curr_loans_paid_duly,car_new,8978,below_100,above_7y,1,male:divorced,none,4,life_insurance_or_aggreements,45,none,own,1,management_or_self_emp,1,yes,no,bad
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,999,unknown_no_saving_acc,above_7y,4,male:single,none,2,car_or_other,25,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,car_new,2662,unknown_no_saving_acc,below_7y,4,male:single,none,3,life_insurance_or_aggreements,32,none,own,1,skilled_official,1,no,no,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,furniture_equipment,1402,below_1000,below_7y,3,female:divorced_or_married,none,4,car_or_other,37,none,rent,1,skilled_official,1,yes,yes,good
below_200,48,paid_duly_this_bank,car_new,12169,unknown_no_saving_acc,unemployed,4,male:single,co_applicant,4,unknown_or_no_property,36,none,for_free,1,management_or_self_emp,1,yes,yes,good
below_200,48,curr_loans_paid_duly,radio_tv,3060,below_100,below_7y,4,male:single,none,4,real_estate,28,none,own,2,skilled_official,1,no,yes,bad
below_0,30,curr_loans_paid_duly,repairs,11998,below_100,below_1y,1,male:divorced,none,1,unknown_or_no_property,34,none,own,1,unskilled_resident,1,yes,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,radio_tv,2697,below_100,below_4y,1,male:single,none,2,real_estate,32,none,own,1,skilled_official,2,no,yes,good
no_cheking_acc,18,risky_acc_or_curr_loan_other,radio_tv,2404,below_100,below_4y,2,female:divorced_or_married,none,2,car_or_other,26,none,own,2,skilled_official,1,no,yes,good
below_0,12,curr_loans_paid_duly,furniture_equipment,1262,unknown_no_saving_acc,above_7y,2,male:divorced,none,4,life_insurance_or_aggreements,49,none,own,1,unskilled_resident,1,yes,yes,good
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,4611,below_100,below_1y,1,female:divorced_or_married,none,4,life_insurance_or_aggreements,32,none,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,1901,below_500,below_4y,4,male:single,none,4,car_or_other,29,none,rent,1,management_or_self_emp,1,yes,yes,good
no_cheking_acc,15,risky_acc_or_curr_loan_other,car_used,3368,above_1000,above_7y,3,male:single,none,4,unknown_or_no_property,23,none,rent,2,skilled_official,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,furniture_equipment,1574,below_100,below_4y,4,male:single,none,2,real_estate,50,none,own,1,skilled_official,1,no,yes,good
above:200,18,paid_duly_this_bank,radio_tv,1445,unknown_no_saving_acc,below_7y,4,male:single,none,4,car_or_other,49,bank,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,15,risky_acc_or_curr_loan_other,furniture_equipment,1520,unknown_no_saving_acc,above_7y,4,male:single,none,4,life_insurance_or_aggreements,63,none,own,1,skilled_official,1,no,yes,good
below_200,24,risky_acc_or_curr_loan_other,car_new,3878,below_500,below_1y,4,male:divorced,none,2,car_or_other,37,none,own,1,skilled_official,1,yes,yes,good
below_0,47,curr_loans_paid_duly,car_new,10722,below_100,below_1y,1,female:divorced_or_married,none,1,real_estate,35,none,own,1,unskilled_resident,1,yes,yes,good
below_0,48,curr_loans_paid_duly,car_used,4788,below_100,below_7y,4,male:single,none,3,life_insurance_or_aggreements,26,none,own,1,skilled_official,2,no,yes,good
below_200,48,delay_in_past,others,7582,below_500,unemployed,2,male:single,none,4,unknown_or_no_property,31,none,for_free,1,management_or_self_emp,1,yes,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,1092,below_100,below_4y,4,female:divorced_or_married,guarantor,4,real_estate,49,none,own,2,skilled_official,1,yes,yes,good
below_0,24,delay_in_past,radio_tv,1024,below_100,below_1y,4,male:married_or_widowed,none,4,real_estate,48,store,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,business,1076,below_100,below_4y,2,male:married_or_widowed,none,2,real_estate,26,none,own,1,skilled_official,1,yes,no,good
below_200,36,curr_loans_paid_duly,car_used,9398,below_100,below_1y,1,male:married_or_widowed,none,4,car_or_other,28,none,rent,1,management_or_self_emp,1,yes,yes,bad
below_0,24,risky_acc_or_curr_loan_other,car_used,6419,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,44,none,for_free,2,management_or_self_emp,2,yes,yes,good
above:200,42,risky_acc_or_curr_loan_other,car_used,4796,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,56,none,for_free,1,skilled_official,1,no,yes,good
no_cheking_acc,48,risky_acc_or_curr_loan_other,business,7629,unknown_no_saving_acc,above_7y,4,male:divorced,none,2,car_or_other,46,bank,own,2,management_or_self_emp,2,no,yes,good
below_200,48,curr_loans_paid_duly,furniture_equipment,9960,below_100,below_1y,1,female:divorced_or_married,none,2,car_or_other,26,none,own,1,skilled_official,1,yes,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,car_used,4675,unknown_no_saving_acc,below_1y,1,female:divorced_or_married,none,4,car_or_other,20,none,rent,1,skilled_official,1,no,yes,good
no_cheking_acc,10,curr_loans_paid_duly,car_new,1287,unknown_no_saving_acc,above_7y,4,male:single,co_applicant,2,life_insurance_or_aggreements,45,none,own,1,unskilled_resident,1,no,no,good
no_cheking_acc,18,curr_loans_paid_duly,furniture_equipment,2515,below_100,below_4y,3,male:single,none,4,real_estate,43,none,own,1,skilled_official,1,yes,yes,good
below_200,21,risky_acc_or_curr_loan_other,furniture_equipment,2745,above_1000,below_7y,3,male:single,none,2,car_or_other,32,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,6,curr_loans_paid_duly,car_new,672,below_100,unemployed,1,female:divorced_or_married,none,4,real_estate,54,none,own,1,unemployed_non_resident,1,yes,yes,good
below_200,36,no_loan_or_paid_duly_other,radio_tv,3804,below_100,below_4y,4,female:divorced_or_married,none,1,car_or_other,42,none,own,1,skilled_official,1,yes,yes,bad
above:200,24,risky_acc_or_curr_loan_other,car_new,1344,unknown_no_saving_acc,below_7y,4,male:single,none,2,real_estate,37,bank,own,2,unskilled_resident,2,no,yes,bad
below_0,10,risky_acc_or_curr_loan_other,car_new,1038,below_100,below_7y,4,male:single,co_applicant,3,life_insurance_or_aggreements,49,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,48,risky_acc_or_curr_loan_other,car_new,10127,below_1000,below_4y,2,male:single,none,2,unknown_or_no_property,44,bank,for_free,1,skilled_official,1,no,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,1543,above_1000,below_4y,4,male:divorced,none,2,real_estate,33,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,30,curr_loans_paid_duly,car_used,4811,unknown_no_saving_acc,below_7y,2,female:divorced_or_married,none,4,life_insurance_or_aggreements,24,store,rent,1,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,radio_tv,727,below_500,below_1y,4,male:married_or_widowed,none,3,unknown_or_no_property,33,none,own,1,unskilled_resident,1,yes,yes,bad
below_200,8,curr_loans_paid_duly,furniture_equipment,1237,below_100,below_4y,3,female:divorced_or_married,none,4,real_estate,24,none,own,1,skilled_official,1,no,yes,bad
below_200,9,curr_loans_paid_duly,car_new,276,below_100,below_4y,4,male:married_or_widowed,none,4,real_estate,22,none,rent,1,unskilled_resident,1,no,yes,good
below_200,48,curr_loans_paid_duly,others,5381,unknown_no_saving_acc,unemployed,3,male:single,none,4,unknown_or_no_property,40,bank,for_free,1,unemployed_non_resident,1,yes,yes,good
no_cheking_acc,24,curr_loans_paid_duly,furniture_equipment,5511,below_500,below_4y,4,male:single,none,1,car_or_other,25,store,own,1,skilled_official,1,no,yes,good
above:200,24,curr_loans_paid_duly,furniture_equipment,3749,below_100,below_1y,2,female:divorced_or_married,none,4,car_or_other,26,none,own,1,skilled_official,1,no,yes,good
below_200,12,curr_loans_paid_duly,car_new,685,below_100,below_7y,2,male:married_or_widowed,none,3,car_or_other,25,bank,own,1,unskilled_resident,1,no,yes,bad
above:200,4,curr_loans_paid_duly,car_new,1494,unknown_no_saving_acc,below_1y,1,male:single,none,2,real_estate,29,none,own,1,unskilled_resident,2,no,no,good
below_0,36,paid_duly_this_bank,furniture_equipment,2746,below_100,above_7y,4,male:single,none,4,car_or_other,31,bank,own,1,skilled_official,1,no,yes,bad
below_0,12,curr_loans_paid_duly,furniture_equipment,708,below_100,below_4y,2,male:single,guarantor,3,life_insurance_or_aggreements,38,none,own,1,unskilled_resident,2,no,yes,good
below_200,24,curr_loans_paid_duly,furniture_equipment,4351,unknown_no_saving_acc,below_4y,1,female:divorced_or_married,none,4,life_insurance_or_aggreements,48,none,own,1,unskilled_resident,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,education,701,below_100,below_4y,4,male:single,none,2,car_or_other,32,none,own,2,skilled_official,1,no,yes,good
below_0,15,delay_in_past,furniture_equipment,3643,below_100,above_7y,1,female:divorced_or_married,none,4,life_insurance_or_aggreements,27,none,own,2,unskilled_resident,1,no,yes,good
below_200,30,risky_acc_or_curr_loan_other,car_new,4249,below_100,unemployed,4,male:married_or_widowed,none,2,car_or_other,28,none,own,2,management_or_self_emp,1,no,yes,bad
below_0,24,curr_loans_paid_duly,radio_tv,1938,below_100,below_1y,4,male:divorced,none,3,life_insurance_or_aggreements,32,none,own,1,skilled_official,1,no,yes,bad
below_0,24,curr_loans_paid_duly,car_used,2910,below_100,below_7y,2,male:single,none,1,unknown_or_no_property,34,none,for_free,1,management_or_self_emp,1,yes,yes,good
below_0,18,curr_loans_paid_duly,furniture_equipment,2659,above_1000,below_4y,4,male:single,none,2,car_or_other,28,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,18,risky_acc_or_curr_loan_other,car_new,1028,below_100,below_4y,4,female:divorced_or_married,none,3,real_estate,36,none,own,2,skilled_official,1,no,yes,good
