checking_acc_status,duration,cred_hist,purpose,loan_amt,saving_acc_bonds,present_employment_since,installment_rate,personal_stat_gender,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,num_curr_loans,job,num_people_provide_maint,telephone,is_foreign_worker,target
below_0,12,curr_loans_paid_duly,furniture_equipment,1282.0,below_100,below_4y,2,female:divorced_or_married,none,4,car_or_other,20.0,none,rent,1,skilled_official,1,no,yes,bad
below_0,9,risky_acc_or_curr_loan_other,repairs,1288.0,below_500,above_7y,3,male:single,guarantor,4,real_estate,48.0,none,own,2,skilled_official,2,no,no,good
below_0,12,paid_duly_this_bank,retraining,339.0,below_100,above_7y,4,male:married_or_widowed,none,1,car_or_other,45.0,bank,own,1,unskilled_resident,1,no,yes,good
below_200,24,curr_loans_paid_duly,car_new,3512.0,below_500,below_7y,2,male:single,none,3,car_or_other,38.0,bank,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,6,risky_acc_or_curr_loan_other,radio_tv,1898.0,unknown_no_saving_acc,below_4y,1,male:single,none,2,real_estate,34.0,none,own,2,unskilled_resident,2,no,yes,good
no_cheking_acc,24,risky_acc_or_curr_loan_other,radio_tv,2872.0,below_500,above_7y,3,male:single,none,4,real_estate,36.0,none,own,1,skilled_official,2,yes,yes,good
no_cheking_acc,18,risky_acc_or_curr_loan_other,car_new,1055.0,below_100,below_1y,4,female:divorced_or_married,none,1,life_insurance_or_aggreements,30.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,15,curr_loans_paid_duly,domestic_applience,1262.0,below_1000,below_7y,4,male:single,none,3,life_insurance_or_aggreements,36.0,none,own,2,skilled_official,1,yes,yes,good
below_200,10,curr_loans_paid_duly,car_new,7308.0,below_100,unemployed,2,male:single,none,4,unknown_or_no_property,70.0,bank,for_free,1,management_or_self_emp,1,yes,yes,good
no_cheking_acc,36,curr_loans_paid_duly,car_new,909.0,below_1000,above_7y,4,male:single,none,4,life_insurance_or_aggreements,36.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,2978.0,below_1000,below_4y,1,male:single,none,2,car_or_other,32.0,none,own,1,skilled_official,1,yes,yes,good
below_0,18,curr_loans_paid_duly,furniture_equipment,1131.0,below_100,unemployed,4,female:divorced_or_married,none,2,car_or_other,33.0,none,own,1,skilled_official,1,no,yes,bad
below_200,11,curr_loans_paid_duly,furniture_equipment,1577.0,above_1000,below_1y,4,female:divorced_or_married,none,1,real_estate,20.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,furniture_equipment,3972.0,below_100,below_7y,2,female:divorced_or_married,none,4,life_insurance_or_aggreements,25.0,none,rent,1,skilled_official,1,yes,yes,good
below_200,24,risky_acc_or_curr_loan_other,business,1935.0,below_100,above_7y,4,male:divorced,none,4,real_estate,31.0,none,own,2,skilled_official,1,yes,yes,bad
below_0,15,no_loan_or_paid_duly_other,car_new,950.0,below_100,above_7y,4,male:single,none,3,car_or_other,33.0,none,rent,2,skilled_official,2,no,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,furniture_equipment,763.0,below_100,below_4y,4,female:divorced_or_married,none,1,real_estate,26.0,none,own,1,skilled_official,1,yes,yes,good
below_200,24,delay_in_past,furniture_equipment,2064.0,below_100,unemployed,3,female:divorced_or_married,none,2,life_insurance_or_aggreements,34.0,none,own,1,management_or_self_emp,1,yes,yes,bad
below_200,8,curr_loans_paid_duly,radio_tv,1414.0,below_100,below_4y,4,male:single,guarantor,2,real_estate,33.0,none,own,1,skilled_official,1,no,no,good
below_0,21,delay_in_past,,,below_100,below_1y,2,male:single,none,1,life_insurance_or_aggreements,,none,own,2,skilled_official,1,no,yes,bad
no_cheking_acc,30,paid_duly_this_bank,car_used,7485.0,unknown_no_saving_acc,unemployed,4,female:divorced_or_married,none,1,real_estate,53.0,bank,own,1,management_or_self_emp,1,yes,yes,bad
below_0,12,curr_loans_paid_duly,furniture_equipment,2577.0,below_100,below_4y,2,male:divorced,none,1,car_or_other,42.0,none,own,1,skilled_official,1,no,yes,good
below_0,6,risky_acc_or_curr_loan_other,radio_tv,338.0,below_1000,above_7y,4,male:single,none,4,car_or_other,52.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,1963.0,below_100,below_7y,4,male:single,none,2,car_or_other,31.0,none,rent,2,management_or_self_emp,2,yes,yes,good
below_0,21,risky_acc_or_curr_loan_other,car_new,571.0,below_100,above_7y,4,male:single,none,4,real_estate,65.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,36,delay_in_past,business,9572.0,below_100,below_1y,1,male:divorced,none,1,car_or_other,28.0,none,own,2,skilled_official,1,no,yes,bad
below_200,36,delay_in_past,business,4455.0,below_100,below_4y,2,male:divorced,none,2,real_estate,30.0,store,own,2,management_or_self_emp,1,yes,yes,bad
below_0,21,paid_duly_this_bank,car_new,1647.0,unknown_no_saving_acc,below_4y,4,male:single,none,2,life_insurance_or_aggreements,40.0,none,own,2,unskilled_resident,2,no,yes,bad
no_cheking_acc,24,risky_acc_or_curr_loan_other,furniture_equipment,3777.0,above_1000,below_4y,4,male:single,none,4,real_estate,50.0,none,own,1,skilled_official,1,yes,yes,good
below_200,18,risky_acc_or_curr_loan_other,car_new,884.0,below_100,above_7y,4,male:single,none,4,car_or_other,36.0,bank,own,1,skilled_official,2,yes,yes,bad
no_cheking_acc,15,risky_acc_or_curr_loan_other,radio_tv,1360.0,below_100,below_4y,4,male:single,none,2,life_insurance_or_aggreements,31.0,none,own,2,skilled_official,1,no,yes,good
below_200,9,paid_duly_this_bank,car_used,5129.0,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,74.0,bank,for_free,1,management_or_self_emp,2,yes,yes,bad
below_200,16,risky_acc_or_curr_loan_other,car_new,1175.0,below_100,unemployed,2,male:single,none,3,car_or_other,68.0,none,for_free,3,unemployed_non_resident,1,yes,yes,good
below_0,12,curr_loans_paid_duly,radio_tv,674.0,below_500,below_7y,4,male:married_or_widowed,none,1,life_insurance_or_aggreements,20.0,none,own,1,skilled_official,1,no,yes,bad
below_200,18,no_loan_or_paid_duly_other,furniture_equipment,3244.0,below_100,below_4y,1,female:divorced_or_married,none,4,car_or_other,33.0,bank,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,24,curr_loans_paid_duly,business,4591.0,above_1000,below_4y,2,male:single,none,3,life_insurance_or_aggreements,54.0,none,own,3,management_or_self_emp,1,yes,yes,bad
below_200,48,no_loan_or_paid_duly_other,business,3844.0,below_500,below_7y,4,male:single,none,4,unknown_or_no_property,34.0,none,for_free,1,unskilled_resident,2,no,yes,bad
below_200,27,curr_loans_paid_duly,business,3915.0,below_100,below_4y,4,male:single,none,2,car_or_other,36.0,none,own,1,skilled_official,2,yes,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,radio_tv,2108.0,below_100,below_7y,2,male:married_or_widowed,none,2,real_estate,29.0,none,rent,1,skilled_official,1,no,yes,good
below_200,45,curr_loans_paid_duly,radio_tv,3031.0,below_500,below_4y,4,male:single,guarantor,4,life_insurance_or_aggreements,21.0,none,rent,1,skilled_official,1,no,yes,bad
below_200,9,risky_acc_or_curr_loan_other,education,1501.0,below_100,above_7y,2,female:divorced_or_married,none,3,car_or_other,34.0,none,own,2,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,6,risky_acc_or_curr_loan_other,radio_tv,1382.0,below_100,below_4y,1,female:divorced_or_married,none,1,car_or_other,28.0,none,own,2,skilled_official,1,yes,yes,good
below_200,12,curr_loans_paid_duly,furniture_equipment,951.0,below_500,below_1y,4,female:divorced_or_married,none,4,car_or_other,27.0,bank,rent,4,skilled_official,1,no,yes,bad
below_200,24,curr_loans_paid_duly,car_used,2760.0,unknown_no_saving_acc,above_7y,4,male:single,none,4,unknown_or_no_property,36.0,bank,for_free,1,skilled_official,1,yes,yes,good
below_200,18,delay_in_past,furniture_equipment,4297.0,below_100,above_7y,4,male:divorced,none,3,unknown_or_no_property,40.0,none,own,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,9,risky_acc_or_curr_loan_other,education,936.0,below_1000,above_7y,4,male:single,none,2,car_or_other,52.0,none,own,2,skilled_official,1,yes,yes,good
below_0,12,curr_loans_paid_duly,car_new,1168.0,below_100,below_4y,4,male:married_or_widowed,none,3,real_estate,27.0,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,27,delay_in_past,business,5117.0,below_100,below_7y,3,male:single,none,4,car_or_other,26.0,none,own,2,skilled_official,1,no,yes,good
below_0,12,curr_loans_paid_duly,retraining,902.0,below_100,below_7y,4,male:married_or_widowed,none,4,life_insurance_or_aggreements,21.0,none,rent,1,skilled_official,1,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,car_new,1495.0,below_100,above_7y,4,male:single,none,1,real_estate,38.0,none,own,2,unskilled_resident,2,no,yes,good
below_0,30,risky_acc_or_curr_loan_other,car_used,10623.0,below_100,above_7y,3,male:single,none,4,unknown_or_no_property,38.0,none,for_free,3,management_or_self_emp,2,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,furniture_equipment,1935.0,below_100,above_7y,4,male:single,none,4,real_estate,43.0,none,own,3,skilled_official,1,yes,yes,good
below_200,12,risky_acc_or_curr_loan_other,domestic_applience,1424.0,below_100,below_7y,4,male:single,none,3,life_insurance_or_aggreements,26.0,none,own,1,skilled_official,1,no,yes,good
below_0,24,curr_loans_paid_duly,business,6568.0,below_100,below_4y,2,male:married_or_widowed,none,2,car_or_other,21.0,store,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,car_used,1413.0,above_1000,below_7y,3,male:single,none,2,life_insurance_or_aggreements,55.0,none,own,1,skilled_official,1,no,no,good
no_cheking_acc,9,risky_acc_or_curr_loan_other,,,unknown_no_saving_acc,below_4y,1,male:single,none,2,real_estate,,none,own,2,skilled_official,2,no,yes,good
no_cheking_acc,36,curr_loans_paid_duly,radio_tv,3835.0,unknown_no_saving_acc,above_7y,2,female:divorced_or_married,none,4,real_estate,45.0,none,own,1,unskilled_resident,1,yes,yes,good
below_0,27,no_loan_or_paid_duly_other,business,5293.0,below_100,unemployed,2,male:single,none,4,life_insurance_or_aggreements,50.0,store,own,2,skilled_official,1,yes,yes,bad
above:200,30,delay_in_past,business,1908.0,below_100,above_7y,4,male:single,none,4,real_estate,66.0,none,own,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,36,risky_acc_or_curr_loan_other,radio_tv,3342.0,unknown_no_saving_acc,above_7y,4,male:single,none,2,car_or_other,51.0,none,own,1,skilled_official,1,yes,yes,good
below_200,6,risky_acc_or_curr_loan_other,retraining,932.0,unknown_no_saving_acc,below_7y,1,female:divorced_or_married,none,3,life_insurance_or_aggreements,39.0,none,own,2,unskilled_resident,1,no,yes,good
below_0,18,no_loan_or_paid_duly_other,business,3104.0,below_100,below_7y,3,male:single,none,1,life_insurance_or_aggreements,31.0,bank,own,1,skilled_official,1,yes,yes,good
above:200,36,curr_loans_paid_duly,radio_tv,3913.0,below_100,below_4y,2,male:single,none,2,real_estate,23.0,none,own,1,skilled_official,1,yes,yes,good
below_0,24,curr_loans_paid_duly,furniture_equipment,3021.0,below_100,below_4y,2,male:divorced,none,2,real_estate,24.0,none,rent,1,unskilled_resident,1,no,yes,good
no_cheking_acc,10,curr_loans_paid_duly,car_new,1364.0,below_100,below_4y,2,female:divorced_or_married,none,4,car_or_other,64.0,none,own,1,skilled_official,1,yes,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,625.0,below_100,below_1y,4,male:married_or_widowed,guarantor,1,real_estate,26.0,bank,own,1,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,education,1200.0,unknown_no_saving_acc,below_4y,4,female:divorced_or_married,none,4,life_insurance_or_aggreements,23.0,bank,rent,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,707.0,below_100,below_4y,4,male:single,none,2,real_estate,30.0,bank,own,2,skilled_official,1,no,yes,good
no_cheking_acc,24,delay_in_past,business,2978.0,unknown_no_saving_acc,below_4y,4,male:single,none,4,real_estate,32.0,none,own,2,skilled_official,2,yes,yes,good
no_cheking_acc,15,curr_loans_paid_duly,car_used,4657.0,below_100,below_4y,3,male:single,none,2,car_or_other,30.0,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,36,no_loan_or_paid_duly_other,repairs,2613.0,below_100,below_4y,4,male:single,none,2,car_or_other,27.0,none,own,2,skilled_official,1,no,yes,good
below_200,48,curr_loans_paid_duly,radio_tv,10961.0,above_1000,below_7y,1,male:single,co_applicant,2,unknown_or_no_property,27.0,bank,own,2,skilled_official,1,yes,yes,bad
below_0,12,curr_loans_paid_duly,furniture_equipment,7865.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,53.0,none,for_free,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,radio_tv,1478.0,below_100,below_7y,4,male:single,none,2,car_or_other,22.0,none,own,1,skilled_official,1,no,yes,bad
below_0,24,curr_loans_paid_duly,furniture_equipment,3149.0,below_100,below_1y,4,male:single,none,1,unknown_or_no_property,22.0,bank,for_free,1,skilled_official,1,no,yes,good
above:200,36,curr_loans_paid_duly,radio_tv,4210.0,below_100,below_4y,4,male:single,none,2,car_or_other,26.0,none,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,car_new,2507.0,below_1000,above_7y,2,male:single,none,4,unknown_or_no_property,51.0,none,for_free,1,unskilled_resident,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,2141.0,below_500,below_7y,3,male:single,none,1,unknown_or_no_property,35.0,none,own,1,skilled_official,1,no,yes,good
below_200,18,curr_loans_paid_duly,radio_tv,866.0,below_100,below_4y,4,male:married_or_widowed,guarantor,2,real_estate,25.0,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,4,risky_acc_or_curr_loan_other,radio_tv,1544.0,below_100,below_7y,2,male:single,none,1,real_estate,42.0,none,own,3,unskilled_resident,2,no,yes,good
below_0,24,curr_loans_paid_duly,,,below_100,unemployed,4,male:single,none,2,car_or_other,,store,own,1,management_or_self_emp,2,no,yes,bad
below_200,6,curr_loans_paid_duly,car_new,14555.0,unknown_no_saving_acc,unemployed,1,male:single,none,2,life_insurance_or_aggreements,23.0,none,own,1,unemployed_non_resident,1,yes,yes,bad
below_200,21,curr_loans_paid_duly,business,2767.0,below_500,above_7y,4,male:divorced,none,2,car_or_other,61.0,bank,rent,2,unskilled_resident,1,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,1291.0,below_100,below_4y,4,female:divorced_or_married,none,2,life_insurance_or_aggreements,35.0,none,own,2,skilled_official,1,no,yes,good
below_0,30,curr_loans_paid_duly,radio_tv,2522.0,below_100,above_7y,1,male:single,guarantor,3,life_insurance_or_aggreements,39.0,none,own,1,skilled_official,2,no,yes,good
below_0,24,curr_loans_paid_duly,car_new,915.0,unknown_no_saving_acc,above_7y,4,female:divorced_or_married,none,2,car_or_other,29.0,bank,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,radio_tv,1595.0,below_100,below_7y,3,male:single,none,2,life_insurance_or_aggreements,51.0,none,own,1,skilled_official,2,no,yes,good
below_0,48,no_loan_or_paid_duly_other,car_used,4605.0,below_100,above_7y,3,male:single,none,4,unknown_or_no_property,24.0,none,for_free,2,skilled_official,2,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,business,1185.0,below_100,below_4y,3,female:divorced_or_married,none,2,real_estate,27.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,12,paid_duly_this_bank,retraining,3447.0,below_1000,below_4y,4,female:divorced_or_married,none,3,real_estate,35.0,none,own,1,unskilled_resident,2,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,business,1258.0,below_100,below_7y,4,male:single,none,1,real_estate,25.0,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,717.0,below_100,above_7y,4,male:single,none,4,real_estate,52.0,none,own,3,skilled_official,1,no,yes,good
no_cheking_acc,6,no_loan_or_paid_duly_other,car_new,1204.0,below_500,below_4y,4,male:single,none,1,unknown_or_no_property,35.0,bank,rent,1,skilled_official,1,no,no,good
above:200,24,curr_loans_paid_duly,furniture_equipment,1925.0,below_100,below_4y,2,male:single,none,2,real_estate,26.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,radio_tv,433.0,below_100,unemployed,3,female:divorced_or_married,co_applicant,4,real_estate,22.0,none,rent,1,skilled_official,1,no,yes,bad
below_0,6,risky_acc_or_curr_loan_other,car_new,666.0,above_1000,below_7y,3,female:divorced_or_married,none,4,real_estate,39.0,none,own,2,unskilled_resident,1,yes,yes,good
above:200,12,curr_loans_paid_duly,furniture_equipment,2251.0,below_100,below_4y,1,female:divorced_or_married,none,2,car_or_other,46.0,none,own,1,unskilled_resident,1,no,yes,good
below_200,30,curr_loans_paid_duly,car_new,2150.0,below_100,below_4y,4,female:divorced_or_married,guarantor,2,unknown_or_no_property,24.0,bank,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,24,delay_in_past,furniture_equipment,4151.0,below_500,below_4y,2,male:single,none,3,life_insurance_or_aggreements,35.0,none,own,2,skilled_official,1,no,yes,good
below_200,9,curr_loans_paid_duly,furniture_equipment,2030.0,unknown_no_saving_acc,below_7y,2,male:single,none,1,car_or_other,24.0,none,own,1,skilled_official,1,yes,yes,good
below_200,60,delay_in_past,radio_tv,7418.0,unknown_no_saving_acc,below_4y,1,male:single,none,1,real_estate,27.0,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,24,risky_acc_or_curr_loan_other,radio_tv,2684.0,below_100,below_4y,4,male:single,none,2,real_estate,35.0,none,own,2,unskilled_resident,1,no,yes,good
below_0,12,paid_duly_this_bank,radio_tv,2149.0,below_100,below_4y,4,male:divorced,none,1,unknown_or_no_property,29.0,none,for_free,1,skilled_official,1,no,yes,bad
no_cheking_acc,15,curr_loans_paid_duly,car_used,3812.0,below_500,below_1y,1,female:divorced_or_married,none,4,car_or_other,23.0,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,11,risky_acc_or_curr_loan_other,radio_tv,1154.0,below_500,unemployed,4,female:divorced_or_married,none,4,real_estate,57.0,none,own,3,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,furniture_equipment,1657.0,below_100,below_4y,2,male:single,none,2,real_estate,27.0,none,own,1,skilled_official,1,no,yes,good
below_0,24,curr_loans_paid_duly,radio_tv,1603.0,below_100,above_7y,4,female:divorced_or_married,none,4,car_or_other,55.0,none,own,1,skilled_official,1,no,yes,good
below_0,18,risky_acc_or_curr_loan_other,car_new,5302.0,below_100,above_7y,2,male:single,none,4,unknown_or_no_property,36.0,none,for_free,3,management_or_self_emp,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,education,2748.0,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,57.0,bank,for_free,3,unskilled_resident,1,no,yes,good
no_cheking_acc,10,risky_acc_or_curr_loan_other,car_new,1231.0,below_100,above_7y,3,male:single,none,4,real_estate,32.0,none,own,2,unskilled_resident,2,no,no,good
below_200,15,curr_loans_paid_duly,radio_tv,802.0,below_100,above_7y,4,male:single,none,3,car_or_other,37.0,none,own,1,skilled_official,2,no,yes,bad
no_cheking_acc,36,risky_acc_or_curr_loan_other,business,6304.0,unknown_no_saving_acc,above_7y,4,male:single,none,4,real_estate,36.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,1533.0,below_100,below_1y,4,female:divorced_or_married,none,3,car_or_other,38.0,store,own,1,skilled_official,1,yes,yes,good
below_0,14,curr_loans_paid_duly,car_new,8978.0,below_100,above_7y,1,male:divorced,none,4,life_insurance_or_aggreements,45.0,none,own,1,management_or_self_emp,1,yes,no,bad
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,999.0,unknown_no_saving_acc,above_7y,4,male:single,none,2,car_or_other,25.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,car_new,2662.0,unknown_no_saving_acc,below_7y,4,male:single,none,3,life_insurance_or_aggreements,32.0,none,own,1,skilled_official,1,no,no,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,furniture_equipment,1402.0,below_1000,below_7y,3,female:divorced_or_married,none,4,car_or_other,37.0,none,rent,1,skilled_official,1,yes,yes,good
below_200,48,paid_duly_this_bank,car_new,12169.0,unknown_no_saving_acc,unemployed,4,male:single,co_applicant,4,unknown_or_no_property,36.0,none,for_free,1,management_or_self_emp,1,yes,yes,good
below_200,48,curr_loans_paid_duly,radio_tv,3060.0,below_100,below_7y,4,male:single,none,4,real_estate,28.0,none,own,2,skilled_official,1,no,yes,bad
below_0,30,curr_loans_paid_duly,repairs,11998.0,below_100,below_1y,1,male:divorced,none,1,unknown_or_no_property,34.0,none,own,1,unskilled_resident,1,yes,yes,bad
no_cheking_acc,9,curr_loans_paid_duly,radio_tv,2697.0,below_100,below_4y,1,male:single,none,2,real_estate,32.0,none,own,1,skilled_official,2,no,yes,good
no_cheking_acc,18,risky_acc_or_curr_loan_other,radio_tv,2404.0,below_100,below_4y,2,female:divorced_or_married,none,2,car_or_other,26.0,none,own,2,skilled_official,1,no,yes,good
below_0,12,curr_loans_paid_duly,furniture_equipment,1262.0,unknown_no_saving_acc,above_7y,2,male:divorced,none,4,life_insurance_or_aggreements,49.0,none,own,1,unskilled_resident,1,yes,yes,good
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,4611.0,below_100,below_1y,1,female:divorced_or_married,none,4,life_insurance_or_aggreements,32.0,none,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,1901.0,below_500,below_4y,4,male:single,none,4,car_or_other,29.0,none,rent,1,management_or_self_emp,1,yes,yes,good
no_cheking_acc,15,risky_acc_or_curr_loan_other,,,above_1000,above_7y,3,male:single,none,4,unknown_or_no_property,,none,rent,2,skilled_official,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,furniture_equipment,1574.0,below_100,below_4y,4,male:single,none,2,real_estate,50.0,none,own,1,skilled_official,1,no,yes,good
above:200,18,paid_duly_this_bank,radio_tv,1445.0,unknown_no_saving_acc,below_7y,4,male:single,none,4,car_or_other,49.0,bank,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,15,risky_acc_or_curr_loan_other,furniture_equipment,1520.0,unknown_no_saving_acc,above_7y,4,male:single,none,4,life_insurance_or_aggreements,63.0,none,own,1,skilled_official,1,no,yes,good
below_200,24,risky_acc_or_curr_loan_other,car_new,3878.0,below_500,below_1y,4,male:divorced,none,2,car_or_other,37.0,none,own,1,skilled_official,1,yes,yes,good
below_0,47,curr_loans_paid_duly,car_new,10722.0,below_100,below_1y,1,female:divorced_or_married,none,1,real_estate,35.0,none,own,1,unskilled_resident,1,yes,yes,good
below_0,48,curr_loans_paid_duly,car_used,4788.0,below_100,below_7y,4,male:single,none,3,life_insurance_or_aggreements,26.0,none,own,1,skilled_official,2,no,yes,good
below_200,48,delay_in_past,others,7582.0,below_500,unemployed,2,male:single,none,4,unknown_or_no_property,31.0,none,for_free,1,management_or_self_emp,1,yes,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,1092.0,below_100,below_4y,4,female:divorced_or_married,guarantor,4,real_estate,49.0,none,own,2,skilled_official,1,yes,yes,good
below_0,24,delay_in_past,radio_tv,1024.0,below_100,below_1y,4,male:married_or_widowed,none,4,real_estate,48.0,store,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,business,1076.0,below_100,below_4y,2,male:married_or_widowed,none,2,real_estate,26.0,none,own,1,skilled_official,1,yes,no,good
below_200,36,curr_loans_paid_duly,car_used,9398.0,below_100,below_1y,1,male:married_or_widowed,none,4,car_or_other,28.0,none,rent,1,management_or_self_emp,1,yes,yes,bad
below_0,24,risky_acc_or_curr_loan_other,car_used,6419.0,below_100,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,44.0,none,for_free,2,management_or_self_emp,2,yes,yes,good
above:200,42,risky_acc_or_curr_loan_other,car_used,4796.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,56.0,none,for_free,1,skilled_official,1,no,yes,good
no_cheking_acc,48,risky_acc_or_curr_loan_other,business,7629.0,unknown_no_saving_acc,above_7y,4,male:divorced,none,2,car_or_other,46.0,bank,own,2,management_or_self_emp,2,no,yes,good
below_200,48,curr_loans_paid_duly,furniture_equipment,9960.0,below_100,below_1y,1,female:divorced_or_married,none,2,car_or_other,26.0,none,own,1,skilled_official,1,yes,yes,bad
no_cheking_acc,12,curr_loans_paid_duly,car_used,4675.0,unknown_no_saving_acc,below_1y,1,female:divorced_or_married,none,4,car_or_other,20.0,none,rent,1,skilled_official,1,no,yes,good
no_cheking_acc,10,curr_loans_paid_duly,car_new,1287.0,unknown_no_saving_acc,above_7y,4,male:single,co_applicant,2,life_insurance_or_aggreements,45.0,none,own,1,unskilled_resident,1,no,no,good
no_cheking_acc,18,curr_loans_paid_duly,furniture_equipment,2515.0,below_100,below_4y,3,male:single,none,4,real_estate,43.0,none,own,1,skilled_official,1,yes,yes,good
below_200,21,risky_acc_or_curr_loan_other,furniture_equipment,2745.0,above_1000,below_7y,3,male:single,none,2,car_or_other,32.0,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,6,curr_loans_paid_duly,car_new,672.0,below_100,unemployed,1,female:divorced_or_married,none,4,real_estate,54.0,none,own,1,unemployed_non_resident,1,yes,yes,good
below_200,36,no_loan_or_paid_duly_other,radio_tv,3804.0,below_100,below_4y,4,female:divorced_or_married,none,1,car_or_other,42.0,none,own,1,skilled_official,1,yes,yes,bad
above:200,24,risky_acc_or_curr_loan_other,car_new,1344.0,unknown_no_saving_acc,below_7y,4,male:single,none,2,real_estate,37.0,bank,own,2,unskilled_resident,2,no,yes,bad
below_0,10,risky_acc_or_curr_loan_other,car_new,1038.0,below_100,below_7y,4,male:single,co_applicant,3,life_insurance_or_aggreements,49.0,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,48,risky_acc_or_curr_loan_other,car_new,10127.0,below_1000,below_4y,2,male:single,none,2,unknown_or_no_property,44.0,bank,for_free,1,skilled_official,1,no,yes,bad
no_cheking_acc,6,curr_loans_paid_duly,furniture_equipment,1543.0,above_1000,below_4y,4,male:divorced,none,2,real_estate,33.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,30,curr_loans_paid_duly,car_used,4811.0,unknown_no_saving_acc,below_7y,2,female:divorced_or_married,none,4,life_insurance_or_aggreements,24.0,store,rent,1,unskilled_resident,1,no,yes,good
below_0,12,curr_loans_paid_duly,radio_tv,727.0,below_500,below_1y,4,male:married_or_widowed,none,3,unknown_or_no_property,33.0,none,own,1,unskilled_resident,1,yes,yes,bad
below_200,8,curr_loans_paid_duly,furniture_equipment,1237.0,below_100,below_4y,3,female:divorced_or_married,none,4,real_estate,24.0,none,own,1,skilled_official,1,no,yes,bad
below_200,9,curr_loans_paid_duly,car_new,276.0,below_100,below_4y,4,male:married_or_widowed,none,4,real_estate,22.0,none,rent,1,unskilled_resident,1,no,yes,good
below_200,48,curr_loans_paid_duly,others,5381.0,unknown_no_saving_acc,unemployed,3,male:single,none,4,unknown_or_no_property,40.0,bank,for_free,1,unemployed_non_resident,1,yes,yes,good
